TIMESTAMP,SYMBOL,OPEN,HIGH,LOW,CLOSE,CONTRACTS,VALUE_IN_LACS
13-07-2005,BANKNIFTY,7311.76,7328.26,7242.39,7269.39,906,3520.47
14-07-2005,BANKNIFTY,7274.27,7278.02,7152.4,7166.28,875,3361.6
15-07-2005,BANKNIFTY,7186.15,7189.9,7131.78,7180.34,453,1730.76
18-07-2005,BANKNIFTY,7126.16,7236.77,7126.16,7216.52,268,1030.87
19-07-2005,BANKNIFTY,7227.4,7280.83,7227.4,7272.39,440,1703.02
20-07-2005,BANKNIFTY,7292.83,7362.38,7292.83,7314.76,572,2238.24
21-07-2005,BANKNIFTY,7317.39,7336.13,7182.4,7207.52,335,1293.23
22-07-2005,BANKNIFTY,7171.62,7396.13,7171.62,7384.32,503,1965.15
25-07-2005,BANKNIFTY,7405.5,7686.72,7399.88,7672.48,2045,8276.48
26-07-2005,BANKNIFTY,7592.98,7870.46,7576.2,7821.15,710,2932.79
27-07-2005,BANKNIFTY,7837.55,7996.93,7773.8,7971.06,865,3646.98
29-07-2005,BANKNIFTY,7933.37,8296.75,7933.37,8149.84,2039,8914.41
01-08-2005,BANKNIFTY,8081.31,8173.09,7990.37,8097.15,1787,7680.3
02-08-2005,BANKNIFTY,8128.18,8156.31,8034.43,8105.68,1382,5970.72
03-08-2005,BANKNIFTY,8152.56,8152.56,8015.68,8032.27,1210,5224.5
04-08-2005,BANKNIFTY,8053.18,8081.31,7996.93,8048.21,609,2614.79
05-08-2005,BANKNIFTY,8026.93,8126.31,8015.68,8039.59,779,3354.19
08-08-2005,BANKNIFTY,8062.56,8062.56,7722.05,7745.87,1158,4851.98
09-08-2005,BANKNIFTY,7743.8,7835.68,7640.68,7707.8,1481,6105.5
10-08-2005,BANKNIFTY,7743.8,7959.43,7743.8,7936.65,1288,5397.26
11-08-2005,BANKNIFTY,7968.81,8100.06,7899.43,8052.34,2991,12790.31
12-08-2005,BANKNIFTY,8034.43,8081.68,7987.56,8016.62,1793,7682.48
16-08-2005,BANKNIFTY,8015.68,8028.81,7903.18,7920.8,718,3042.91
17-08-2005,BANKNIFTY,7876.93,7987.56,7856.3,7972.09,940,3986.25
18-08-2005,BANKNIFTY,7968.81,8025.15,7871.3,7903.09,814,3456.79
19-08-2005,BANKNIFTY,7910.68,7925.68,7839.52,7851.71,334,1402.85
22-08-2005,BANKNIFTY,7860.05,7875.15,7672.55,7707.33,611,2526.14
23-08-2005,BANKNIFTY,7721.3,7725.05,7547.4,7576.37,675,2748.3
24-08-2005,BANKNIFTY,7593.8,7593.8,7418.21,7537.55,869,3482.66
25-08-2005,BANKNIFTY,7543.13,7589.82,7479.63,7567.03,699,2817.53
26-08-2005,BANKNIFTY,7584.22,7612.23,7492.71,7551.63,674,2727.4
29-08-2005,BANKNIFTY,7498.31,7498.31,7293.34,7438.17,475,1889.59
30-08-2005,BANKNIFTY,7470.29,7589.82,7461.33,7542.94,665,2684.86
31-08-2005,BANKNIFTY,7539.39,7614.1,7518.85,7600.65,702,2843.71
01-09-2005,BANKNIFTY,7615.97,7691.42,7591.69,7608.4,583,2387.94
02-09-2005,BANKNIFTY,7623.44,7696.27,7563.67,7670.4,941,3859.36
05-09-2005,BANKNIFTY,7690.67,7757.71,7683.2,7710.46,801,3311.29
06-09-2005,BANKNIFTY,7729.89,7798.99,7722.42,7788.9,804,3344.04
08-09-2005,BANKNIFTY,7804.59,7907.31,7797.31,7889.19,624,2618.06
09-09-2005,BANKNIFTY,7897.97,8077.26,7843.81,8047.75,1538,6577.06
12-09-2005,BANKNIFTY,8086.59,8138.89,8058.58,8124.32,1405,6087.27
13-09-2005,BANKNIFTY,8131.98,8224.79,8077.72,8197.34,1482,6467.7
14-09-2005,BANKNIFTY,8179.97,8323.4,8114.61,8203.04,1546,6812.57
15-09-2005,BANKNIFTY,8179.97,8273.35,8179.97,8259.25,649,2865.61
16-09-2005,BANKNIFTY,8247.21,8301.18,8198.65,8289.41,662,2926.62
19-09-2005,BANKNIFTY,8310.7,8441.62,8294.45,8428.36,1018,4572.32
20-09-2005,BANKNIFTY,8422.76,8560.96,8338.72,8528.65,1122,5087.06
21-09-2005,BANKNIFTY,8460.48,8635.66,8338.72,8508.01,2512,11430.69
22-09-2005,BANKNIFTY,8475.05,8516.14,8199.58,8240.86,1183,5287.2
23-09-2005,BANKNIFTY,8329.38,8404.08,8008.16,8157.28,905,3950.32
26-09-2005,BANKNIFTY,8357.39,8396.61,8219.19,8388.95,488,2175.23
27-09-2005,BANKNIFTY,8357.39,8532.94,8348.05,8472.25,691,3129.68
28-09-2005,BANKNIFTY,8525.47,8609.51,8450.77,8587.48,877,4011.26
29-09-2005,BANKNIFTY,8645,8656.2,8518,8568.24,726,3338.17
30-09-2005,BANKNIFTY,8603.94,8645.15,8429.91,8603.57,1083,4937.07
03-10-2005,BANKNIFTY,8710.62,8710.62,8637.66,8680.46,1076,4987.3
04-10-2005,BANKNIFTY,8673.35,8808.13,8673.35,8797.64,1172,5471.29
05-10-2005,BANKNIFTY,8804.38,8804.38,8627.92,8652.74,1268,5895.33
06-10-2005,BANKNIFTY,8570.22,8581.46,8379.15,8395.54,1289,5835.52
07-10-2005,BANKNIFTY,8373.53,8429.73,8158.1,8278.55,2224,9854.23
10-10-2005,BANKNIFTY,8336.06,8373.53,8195.75,8225.91,1032,4561.08
11-10-2005,BANKNIFTY,8225.54,8439.09,8088.79,8427.48,2344,10406.98
13-10-2005,BANKNIFTY,8411.09,8487.8,8218.05,8263.29,1432,6404.31
14-10-2005,BANKNIFTY,8246.15,8246.15,8019.48,8039.99,1594,6891.26
17-10-2005,BANKNIFTY,8034.47,8096.28,7916.64,8035.68,1242,5305.48
18-10-2005,BANKNIFTY,8045.71,8139.37,7850.89,7926.1,752,3228.05
19-10-2005,BANKNIFTY,7708.52,7903.15,7708.52,7787.29,999,4166
20-10-2005,BANKNIFTY,7940.52,8006.37,7564.27,7658.78,1475,6134.31
21-10-2005,BANKNIFTY,7736.62,7807.61,7553.22,7786.82,1579,6500.25
24-10-2005,BANKNIFTY,7811.55,7820.91,7575.51,7609.33,1988,8170.82
25-10-2005,BANKNIFTY,7646.7,7767.15,7549.29,7710.95,2226,9155.89
26-10-2005,BANKNIFTY,7699.15,7759.09,7663.56,7717.04,800,3297.9
27-10-2005,BANKNIFTY,7811.55,7914.58,7446.26,7483.07,1578,6445.16
28-10-2005,BANKNIFTY,7307.07,7325.61,7158.7,7198.57,1096,4285.31
31-10-2005,BANKNIFTY,7253.28,7435.03,7232.88,7418.71,973,3835.96
01-11-2005,BANKNIFTY,7436.89,7511.07,7418.34,7450.7,254,1021.75
02-11-2005,BANKNIFTY,7418.34,7490.67,7334.88,7460.16,875,3499.75
07-11-2005,BANKNIFTY,7451.35,7563,7386.81,7510.61,656,2656.14
08-11-2005,BANKNIFTY,7557.43,7622.34,7544.45,7567.36,1110,4535.27
09-11-2005,BANKNIFTY,7598.23,7696.53,7548.16,7625.87,1330,5462.42
10-11-2005,BANKNIFTY,7644.6,7676.59,7575.98,7602.87,947,3896.09
11-11-2005,BANKNIFTY,7655.73,7767,7624.2,7754.58,1209,5017.54
14-11-2005,BANKNIFTY,7789.26,7945.04,7761.9,7911.29,1965,8319.33
16-11-2005,BANKNIFTY,7946.9,8056.32,7937.62,8043.8,1402,6051.3
17-11-2005,BANKNIFTY,8056.32,8186.14,7987.88,8158.6,2411,10504.85
18-11-2005,BANKNIFTY,8182.43,8225.08,8067.44,8088.12,1083,4753.58
21-11-2005,BANKNIFTY,8041.57,8067.44,7884.03,7905.91,801,3442.25
22-11-2005,BANKNIFTY,7854.17,7969.15,7752.17,7780.73,1598,6764.55
23-11-2005,BANKNIFTY,7815.22,7937.62,7763.29,7913.51,1315,5563.88
24-11-2005,BANKNIFTY,8067.26,8095.26,7974.72,8034.34,982,4251.32
25-11-2005,BANKNIFTY,8052.94,8110.13,7999.44,8093.62,1312,5731.6
26-11-2005,BANKNIFTY,8115.67,8144.63,8089.84,8111.15,616,2709.98
28-11-2005,BANKNIFTY,8135.96,8206.06,8086.33,8167.78,1126,4977.06
29-11-2005,BANKNIFTY,8119.35,8145.18,8036.52,8060.96,929,4068.74
30-11-2005,BANKNIFTY,8113.82,8172.76,7914.57,7932.38,1154,5044.39
01-12-2005,BANKNIFTY,7933.02,8071.39,7879.52,8055.98,983,4246.23
02-12-2005,BANKNIFTY,8134.11,8180.14,8055.71,8073.97,1316,5799.62
05-12-2005,BANKNIFTY,8202.37,8202.37,7899.81,7910.88,750,3249.51
06-12-2005,BANKNIFTY,7883.02,7927.49,7811.26,7846.03,1023,4366.49
07-12-2005,BANKNIFTY,7905.35,7923.98,7826.02,7915.86,860,3671.91
08-12-2005,BANKNIFTY,7877.67,7933.02,7831.55,7896.12,611,2611.78
09-12-2005,BANKNIFTY,7896.12,8025.17,7896.12,8017.33,1039,4496.3
12-12-2005,BANKNIFTY,8080.61,8137.8,8034.49,8108.38,1387,6082.69
13-12-2005,BANKNIFTY,8099.06,8228.2,8084.3,8218.98,1806,8011.24
14-12-2005,BANKNIFTY,8246.65,8412.69,8237.43,8387.14,2784,12589.82
15-12-2005,BANKNIFTY,8303.84,8431.14,8121.2,8179.13,1587,7136.79
16-12-2005,BANKNIFTY,8172.86,8438.52,8099.25,8410.75,3277,14738.22
19-12-2005,BANKNIFTY,8434.83,8578.73,8359.19,8539.99,2074,9519.14
20-12-2005,BANKNIFTY,8578.73,8578.73,8417.3,8507.33,2551,11767.22
21-12-2005,BANKNIFTY,8416.38,8549.21,8348.12,8385.57,1552,7117.43
22-12-2005,BANKNIFTY,8392.4,8449.59,8312.24,8386.59,1402,6369.97
23-12-2005,BANKNIFTY,8420.07,8442.21,8231.89,8260.21,1215,5483.69
26-12-2005,BANKNIFTY,8214.37,8237.43,7979.33,7990.21,1083,4733.53
27-12-2005,BANKNIFTY,7951.47,8236.14,7933.21,8212.06,1390,6114.09
28-12-2005,BANKNIFTY,8195,8324.14,8156.25,8229.68,1379,6175.54
29-12-2005,BANKNIFTY,8329.67,8366.57,8272.48,8294.25,636,2868.31
30-12-2005,BANKNIFTY,8177.7,8360.04,8141.23,8327.58,1214,5509.88
02-01-2006,BANKNIFTY,8356.39,8405.62,8314.45,8345.63,983,4508.77
03-01-2006,BANKNIFTY,8358.21,8432.79,8347.45,8417.2,996,4587.37
04-01-2006,BANKNIFTY,8438.44,8577.01,8438.44,8551.4,2649,12376.23
05-01-2006,BANKNIFTY,8553.31,8711.85,8520.67,8672.37,3028,14320.03
06-01-2006,BANKNIFTY,8687.14,8733.82,8538.81,8658.06,2272,10775.42
09-01-2006,BANKNIFTY,8751.87,8824.99,8555.13,8575.56,1625,7668.83
10-01-2006,BANKNIFTY,8547.84,8642.65,8445.73,8480.19,2448,11500.68
12-01-2006,BANKNIFTY,8361.86,8518.67,8361.86,8498.79,1181,5490.67
13-01-2006,BANKNIFTY,8505.9,8553.31,8427.5,8441.54,1277,5952.59
16-01-2006,BANKNIFTY,8423.85,8423.85,8305.34,8340.34,932,4276.99
17-01-2006,BANKNIFTY,8387.39,8421.12,8216.17,8234.86,837,3823.28
18-01-2006,BANKNIFTY,8168.58,8194.11,8030.01,8119.63,1521,6769.4
19-01-2006,BANKNIFTY,8305.34,8369.15,8186.82,8250.73,972,4385.94
20-01-2006,BANKNIFTY,8274.34,8338.16,8243.34,8290.75,1157,5262.95
23-01-2006,BANKNIFTY,8252.64,8301.69,8210.52,8245.26,1204,5453.38
24-01-2006,BANKNIFTY,8287.1,8323.57,8206.87,8227.21,1114,5056.86
25-01-2006,BANKNIFTY,8332.69,8385.56,8279.81,8295.85,1097,5009.27
27-01-2006,BANKNIFTY,8213.67,8442.43,8204.84,8430.09,2308,10720.04
30-01-2006,BANKNIFTY,8424.41,8444.23,8226.28,8291.93,1335,6161.19
31-01-2006,BANKNIFTY,8215.47,8372.18,8195.66,8355.88,1824,8449.57
01-02-2006,BANKNIFTY,8357.77,8393.79,8105.59,8134.68,2301,10556.22
02-02-2006,BANKNIFTY,8159.63,8222.68,8040.75,8057.5,1741,7848.31
03-02-2006,BANKNIFTY,8015.53,8056.78,7925.47,7946.91,1741,7719.31
06-02-2006,BANKNIFTY,7880.62,8118.2,7844.41,8084.88,2172,9707.36
07-02-2006,BANKNIFTY,8179.45,8246.99,8078.76,8223.4,1459,6630.05
08-02-2006,BANKNIFTY,8168.64,8213.67,8141.62,8195.48,867,3935.96
10-02-2006,BANKNIFTY,8231.68,8300.13,8215.47,8286.62,1084,4969.93
13-02-2006,BANKNIFTY,8305.53,8339.76,8285.72,8300.67,993,4583.34
14-02-2006,BANKNIFTY,8339.58,8339.58,8179.45,8191.6,845,3870.65
15-02-2006,BANKNIFTY,8222.68,8226.28,8110.28,8154.5,552,2501.88
16-02-2006,BANKNIFTY,8183.05,8238.26,8127.21,8199.8,533,2425.34
17-02-2006,BANKNIFTY,8229.88,8229.88,8038.95,8055.7,735,3315.73
20-02-2006,BANKNIFTY,8070.02,8070.02,7945.28,8051.56,851,3779.71
21-02-2006,BANKNIFTY,8087.58,8103.79,8033.55,8051.92,416,1863.5
22-02-2006,BANKNIFTY,8060.56,8096.23,7990.77,8024.72,633,2827.25
23-02-2006,BANKNIFTY,8114.6,8114.6,7965.1,7990.86,918,4087.11
24-02-2006,BANKNIFTY,7944.09,8099.05,7899.56,8080.44,1984,8937.89
27-02-2006,BANKNIFTY,8095.49,8161.04,8077.77,8150.08,1774,8089.61
28-02-2006,BANKNIFTY,8166.74,8229.08,8024.24,8126.57,2915,13352.57
01-03-2006,BANKNIFTY,8119.71,8183.48,8042.05,8123.72,1093,4977.92
02-03-2006,BANKNIFTY,8184.28,8271.83,8104.4,8221.6,2243,10327.24
03-03-2006,BANKNIFTY,8255.71,8343.07,8229.08,8265.77,2240,10426.17
06-03-2006,BANKNIFTY,8268.26,8316.36,8266.48,8275.83,630,2932.58
07-03-2006,BANKNIFTY,8273.61,8311.01,8145.36,8285.27,1870,8649.16
08-03-2006,BANKNIFTY,8306.83,8309.23,8075.9,8097.09,1208,5551.14
09-03-2006,BANKNIFTY,8068.77,8182.77,7956.56,8168.43,1138,5160.89
10-03-2006,BANKNIFTY,8218.39,8312.79,8175.91,8258.29,1234,5728.55
13-03-2006,BANKNIFTY,8314.57,8340.94,8265.15,8293.38,842,3928.8
14-03-2006,BANKNIFTY,8195.24,8501.24,8195.24,8349.66,2027,9570.68
16-03-2006,BANKNIFTY,8371.39,8415.21,8348.42,8367.65,644,3032.26
17-03-2006,BANKNIFTY,8346.64,8433.02,8327.04,8358.12,559,2631.65
20-03-2006,BANKNIFTY,8389.38,8400.07,8344.86,8376.83,361,1698.31
21-03-2006,BANKNIFTY,8344.86,8451.73,8282.51,8302.91,679,3198.84
22-03-2006,BANKNIFTY,8342.98,8460.63,8151.06,8201.02,744,3441.95
23-03-2006,BANKNIFTY,8229.43,8326.87,8195.41,8260.16,807,3746.58
24-03-2006,BANKNIFTY,8300.06,8343.07,8261.14,8329.89,452,2107.31
27-03-2006,BANKNIFTY,8346.64,8415.92,8335.95,8380.39,362,1702.51
28-03-2006,BANKNIFTY,8391.17,8398.29,8314.57,8324.46,309,1446.93
29-03-2006,BANKNIFTY,8266.48,8330.61,8266.48,8320.63,310,1444.95
30-03-2006,BANKNIFTY,8402.03,8415.12,8302.11,8347.79,462,2165.46
31-03-2006,BANKNIFTY,8272.08,8368.88,8203.44,8289.77,834,3942.34
03-04-2006,BANKNIFTY,8315.9,8391.58,8286.16,8379.62,639,3029.98
04-04-2006,BANKNIFTY,8444.47,8580.08,8430.48,8569.79,1541,7468.14
05-04-2006,BANKNIFTY,8571.28,8707.33,8571.28,8643.27,2636,12955.57
07-04-2006,BANKNIFTY,8708.56,8708.56,8326.64,8362.28,1141,5492.29
10-04-2006,BANKNIFTY,8372.4,8389.12,8227.64,8333.33,736,3467.55
12-04-2006,BANKNIFTY,8321.8,8321.8,8069.68,8093.08,632,2949.28
13-04-2006,BANKNIFTY,8096.08,8131.1,7789.75,7929.49,799,3604.91
17-04-2006,BANKNIFTY,7832.25,8095.9,7832.25,8062.02,482,2186
18-04-2006,BANKNIFTY,8087.28,8271.9,8087.28,8187.86,1164,5423.17
19-04-2006,BANKNIFTY,8184.08,8287.92,8115.44,8161.64,743,3469.84
20-04-2006,BANKNIFTY,8184.08,8201.68,8096.08,8167.27,412,1909.38
21-04-2006,BANKNIFTY,8210.48,8217.52,8062.9,8138.14,326,1505.46
24-04-2006,BANKNIFTY,8096.08,8166.48,7982.12,8007.72,779,3559.79
25-04-2006,BANKNIFTY,8057.36,8057.36,7853.19,7877.39,549,2485.13
26-04-2006,BANKNIFTY,7972.88,8048.56,7920.07,8023.04,544,2475.18
27-04-2006,BANKNIFTY,8028.14,8036.87,7862.34,7917.58,1208,5505.45
28-04-2006,BANKNIFTY,7679.09,7818.71,7556.93,7794.89,693,3067.24
29-04-2006,BANKNIFTY,7851.87,8024.65,7851.87,7981.11,400,1822.29
02-05-2006,BANKNIFTY,8054.15,8357.38,8045.6,8319.25,1751,8247.8
03-05-2006,BANKNIFTY,8364.98,8586.62,8289.93,8568.38,1793,8688.43
04-05-2006,BANKNIFTY,8577.9,8647.71,8481.91,8590.03,1496,7356.74
05-05-2006,BANKNIFTY,8637.41,8637.41,8516.81,8562.01,1254,6148.73
08-05-2006,BANKNIFTY,8600.58,8602.33,8525.71,8580.34,434,2130.39
09-05-2006,BANKNIFTY,8611.06,8665.16,8490.63,8642.73,933,4593.21
10-05-2006,BANKNIFTY,8670.39,8852.16,8670.39,8840.91,1441,7256.66
11-05-2006,BANKNIFTY,8847.36,8874.59,8694.83,8730.61,1104,5553.89
12-05-2006,BANKNIFTY,8665.16,8673.71,8511.58,8528.51,784,3862.02
15-05-2006,BANKNIFTY,8464.63,8508.09,8154.06,8208.69,614,2943.76
16-05-2006,BANKNIFTY,8169.51,8268.64,7944.37,8201.36,519,2406.76
17-05-2006,BANKNIFTY,8289.76,8673.71,8265.5,8547.18,861,4177.94
18-05-2006,BANKNIFTY,8377.19,8377.19,7830.93,7908.33,906,4222.11
19-05-2006,BANKNIFTY,8045.6,8112.79,7155.78,7519.49,939,4132.71
22-05-2006,BANKNIFTY,7679.09,7679.09,6771.56,7186.85,244,1008.75
23-05-2006,BANKNIFTY,7033.35,7570.54,7016.34,7519.84,289,1211.48
24-05-2006,BANKNIFTY,7591.83,7773.34,7452.21,7490.08,405,1784.51
25-05-2006,BANKNIFTY,7291.49,7489.17,7265.57,7433.68,812,3463
26-05-2006,BANKNIFTY,7516.91,7756.2,7456.22,7506.42,840,3705.42
29-05-2006,BANKNIFTY,7560.26,7594.94,7395.53,7482.14,238,1030.73
30-05-2006,BANKNIFTY,7408.1,7490.9,7296.69,7317.33,181,772.67
31-05-2006,BANKNIFTY,7197.85,7197.85,6651.9,7068.32,177,716.32
01-06-2006,BANKNIFTY,7128.49,7197.85,6866.66,6901.42,295,1196.05
02-06-2006,BANKNIFTY,6884,7192.65,6875.33,7157.54,200,814.05
05-06-2006,BANKNIFTY,7147.57,7211.72,6979.37,6992.89,280,1146.07
06-06-2006,BANKNIFTY,6852.96,7161.44,6766.26,7057.92,301,1215.21
07-06-2006,BANKNIFTY,7005.38,7022.72,6675.92,6802.85,290,1142.85
08-06-2006,BANKNIFTY,6632.57,6675.92,6363.8,6397.35,211,793.09
09-06-2006,BANKNIFTY,6329.12,6571.88,6311.78,6524.89,631,2356.84
12-06-2006,BANKNIFTY,6436.62,6544.13,6103.87,6216.06,469,1734.72
13-06-2006,BANKNIFTY,6060.35,6077.69,5895.62,6040.75,400,1377.37
14-06-2006,BANKNIFTY,6138.03,6242.42,5864.4,5969.74,686,2428.69
15-06-2006,BANKNIFTY,6320.45,6320.45,6025.67,6285.68,399,1427.4
16-06-2006,BANKNIFTY,6419.28,6613.49,6419.28,6467.14,523,1970.2
19-06-2006,BANKNIFTY,6371.43,6517.6,6355.13,6504.42,332,1230.39
20-06-2006,BANKNIFTY,6338.74,6407.06,6285.77,6333.45,169,617.84
21-06-2006,BANKNIFTY,6346.46,6431.42,6285.77,6375.67,429,1572.62
22-06-2006,BANKNIFTY,6450.5,6651.64,6450.5,6618.61,433,1636.94
23-06-2006,BANKNIFTY,6519.86,6632.39,6459.17,6579.59,352,1326.26
25-06-2006,BANKNIFTY,6590.08,6590.08,6543.27,6556.7,27,102.2
26-06-2006,BANKNIFTY,6519.86,6562.6,6304.84,6346.72,318,1178.52
27-06-2006,BANKNIFTY,6337.79,6398.48,6245.88,6369.95,189,688.64
28-06-2006,BANKNIFTY,6277.1,6355.13,6239.12,6259.84,283,1026.15
29-06-2006,BANKNIFTY,6272.46,6305.21,6110.44,6151.55,408,1475.67
30-06-2006,BANKNIFTY,6241.44,6427.42,6241.44,6368.13,328,1211.69
03-07-2006,BANKNIFTY,6462.07,6462.07,6334.51,6388.81,170,629.72
04-07-2006,BANKNIFTY,6403.46,6524.12,6403.46,6500.25,519,1952.4
05-07-2006,BANKNIFTY,6524.12,6575.74,6498.44,6559.71,353,1340.7
06-07-2006,BANKNIFTY,6506.88,6549.97,6470.68,6493.61,112,422.61
07-07-2006,BANKNIFTY,6532.74,6549.03,6291.85,6310.21,261,966.95
10-07-2006,BANKNIFTY,6250.23,6412.08,6250.23,6393.29,209,769.45
11-07-2006,BANKNIFTY,6376.06,6377.61,6300.04,6317.71,200,734.63
12-07-2006,BANKNIFTY,6308.66,6372.44,6237.73,6357.53,210,767
13-07-2006,BANKNIFTY,6334.34,6375.62,6291.42,6338.22,119,437.6
14-07-2006,BANKNIFTY,5860.5,6255.23,5860.5,6231.78,205,737.46
17-07-2006,BANKNIFTY,6206.96,6208.69,6032.87,6040.54,130,462.64
18-07-2006,BANKNIFTY,6007.02,6007.88,5900.23,5975.73,88,304.38
19-07-2006,BANKNIFTY,6013.91,6015.63,5865.76,5892.91,157,539.49
20-07-2006,BANKNIFTY,6032.87,6274.19,5998.4,6221.87,655,2353.49
21-07-2006,BANKNIFTY,6160.42,6160.42,6055.28,6109.49,162,573.8
24-07-2006,BANKNIFTY,6067.34,6420.61,6029.42,6402.08,641,2349.48
25-07-2006,BANKNIFTY,6464.48,6674.08,6464.48,6649.69,930,3541.52
26-07-2006,BANKNIFTY,6586.6,6735.79,6577.9,6715.53,432,1667.34
27-07-2006,BANKNIFTY,6739.58,6791.29,6636.16,6770.09,562,2188.61
28-07-2006,BANKNIFTY,6752.12,6994.42,6743.38,6933.04,499,1992.09
31-07-2006,BANKNIFTY,7001.34,7150.23,6985.76,7017.79,534,2177.6
01-08-2006,BANKNIFTY,7063.67,7063.67,6899.2,7004.03,606,2436.59
02-08-2006,BANKNIFTY,7011.73,7091.37,6968.45,7082.45,302,1227.59
03-08-2006,BANKNIFTY,7098.3,7247.19,7080.98,7162.87,554,2298.69
04-08-2006,BANKNIFTY,7115.61,7176.2,6981.61,7027.49,869,3555.27
07-08-2006,BANKNIFTY,6959.79,7158.89,6959.79,7114.4,895,3649.96
08-08-2006,BANKNIFTY,7167.55,7380.5,7141.58,7370.45,1130,4755
09-08-2006,BANKNIFTY,7306.05,7504.98,7306.05,7464.03,1279,5503.93
10-08-2006,BANKNIFTY,7411.66,7545.66,7390.88,7504.54,982,4243.52
11-08-2006,BANKNIFTY,7531.12,7574.23,7420.49,7445.94,628,2713.08
14-08-2006,BANKNIFTY,7472.25,7487.66,7430.7,7473.99,464,1999.81
16-08-2006,BANKNIFTY,7513.81,7686.93,7513.81,7653.35,668,2941.33
17-08-2006,BANKNIFTY,7678.28,7712.9,7577.86,7616.12,506,2231.97
18-08-2006,BANKNIFTY,7593.44,7600.37,7507.05,7552.33,359,1567.22
21-08-2006,BANKNIFTY,7530.25,7702.52,7487.75,7685.03,660,2903.89
22-08-2006,BANKNIFTY,7696.02,7778.52,7686.93,7704.68,703,3139.09
23-08-2006,BANKNIFTY,7673.08,7726.75,7576.13,7595.44,554,2445.98
24-08-2006,BANKNIFTY,7532.85,7700.78,7513.81,7675.16,639,2803.15
25-08-2006,BANKNIFTY,7782.16,7825.44,7747.53,7793.41,684,3075.13
28-08-2006,BANKNIFTY,7797.74,7842.4,7775.14,7828.21,350,1578.91
29-08-2006,BANKNIFTY,7855.39,7927.41,7855.39,7898.93,485,2211.98
30-08-2006,BANKNIFTY,7911.92,7998.57,7864.05,7977.27,471,2157.7
31-08-2006,BANKNIFTY,8047.04,8047.04,7915.46,7941.87,841,3873.43
01-09-2006,BANKNIFTY,7964.12,8065.63,7930.29,8055.56,748,3460.57
04-09-2006,BANKNIFTY,8233.07,8233.07,8072.13,8137.98,678,3177.31
05-09-2006,BANKNIFTY,8236.54,8236.54,8115.08,8167.22,544,2568.56
06-09-2006,BANKNIFTY,8167.22,8198.36,8107.36,8139.54,565,2656.44
07-09-2006,BANKNIFTY,8068.23,8111.35,8024.85,8048.02,597,2773.83
08-09-2006,BANKNIFTY,8068.23,8109.7,8009.24,8090.09,393,1827.52
11-09-2006,BANKNIFTY,8064.76,8064.76,7807.97,7841.28,629,2871.75
12-09-2006,BANKNIFTY,7827.05,8040.47,7782.11,8019.39,723,3306.95
13-09-2006,BANKNIFTY,8154.99,8389.22,8095.99,8341.42,1275,6060.82
14-09-2006,BANKNIFTY,8380.55,8507.21,8380.55,8487.78,1478,7193.52
15-09-2006,BANKNIFTY,8484.66,8519.36,8406.58,8496.11,798,3896.49
18-09-2006,BANKNIFTY,8493.33,8587.03,8476.85,8523.17,659,3241.06
19-09-2006,BANKNIFTY,8550.59,8554.06,8380.55,8436.42,780,3812.95
20-09-2006,BANKNIFTY,8371.87,8554.06,8359.73,8526.47,625,3046.77
21-09-2006,BANKNIFTY,8573.15,8692.09,8571.41,8659.21,744,3693.88
